"Search Key","Name","Description","Account Type","Account Sign","Document Controlled","Summary Level","Default Account","Parent_Value","Element Level","Operands","Show Value Condition","Title Node"
6622,"Intereses de deudas. otras partes vinculadas","Intereses de deudas. otras partes vinculadas","Expense","Credit","N","Y",,"662B","D",,"Algebraic","N"
66220,"Intereses de deudas. otras partes vinculadas","Intereses de deudas. otras partes vinculadas","Expense","Credit","N","N",,6622,"S",,"Algebraic","N"
6623,"Intereses de deudas con entidades de crédito","Intereses de deudas con entidades de crédito","Expense","Credit","N","Y",,"662B","D",,"Algebraic","N"
66230,"Intereses de deudas con entidades de crédito","Intereses de deudas con entidades de crédito","Expense","Credit","N","N",,6623,"S",,"Algebraic","N"
6624,"Intereses de deudas. otras empresas","Intereses de deudas. otras empresas","Expense","Credit","N","Y",,"662B","D",,"Algebraic","N"
66240,"Intereses de deudas. otras empresas","Intereses de deudas. otras empresas","Expense","Credit","N","N",,6624,"S",,"Algebraic","N"
"664B","Dividendos de acciones o participaciones consideradas como pasivos financieros","Dividendos de acciones o participaciones consideradas como pasivos financieros","Expense","Credit","N","Y",,"P.G.A.13.B","C",,"Algebraic","N"
6642,"Dividendos de pasivos. otras partes vinculadas","Dividendos de pasivos. otras partes vinculadas","Expense","Credit","N","Y",,"664B","D",,"Algebraic","N"
66420,"Dividendos de pasivos. otras partes vinculadas","Dividendos de pasivos. otras partes vinculadas","Expense","Credit","N","N",,6642,"S",,"Algebraic","N"
6643,"Dividendos de pasivos. otras empresas","Dividendos de pasivos. otras empresas","Expense","Credit","N","Y",,"664B","D",,"Algebraic","N"
66430,"Dividendos de pasivos. otras empresas","Dividendos de pasivos. otras empresas","Expense","Credit","N","N",,6643,"S",,"Algebraic","N"
"665B","Intereses por descuento de efectos y operaciones de “factoring”","Intereses por descuento de efectos y operaciones de “factoring”","Expense","Credit","N","Y",,"P.G.A.13.B","C",,"Algebraic","N"
6652,"Intereses por descuento de efectos en otras entidades de crédito vinculadas","Intereses por descuento de efectos en otras entidades de crédito vinculadas","Expense","Credit","N","Y",,"665B","D",,"Algebraic","N"
66520,"Intereses por descuento de efectos en otras entidades de crédito vinculadas","Intereses por descuento de efectos en otras entidades de crédito vinculadas","Expense","Credit","N","N",,6652,"S",,"Algebraic","N"
6653,"Intereses por descuento de efectos en otras entidades de crédito","Intereses por descuento de efectos en otras entidades de crédito","Expense","Credit","N","Y",,"665B","D",,"Algebraic","N"
66530,"Intereses por descuento de efectos en otras entidades de crédito","Intereses por descuento de efectos en otras entidades de crédito","Expense","Credit","N","N",,6653,"S",,"Algebraic","N"
6656,"Intereses por operaciones de “factoring” con otras entidades de crédito vinculadas","Intereses por operaciones de “factoring” con otras entidades de crédito vinculadas","Expense","Credit","N","Y",,"665B","D",,"Algebraic","N"
66560,"Intereses por operaciones de “factoring” con otras entidades de crédito vinculadas","Intereses por operaciones de “factoring” con otras entidades de crédito vinculadas","Expense","Credit","N","N",,6656,"S",,"Algebraic","N"
6657,"Intereses por operaciones de “factoring” con otras entidades de crédito","Intereses por operaciones de “factoring” con otras entidades de crédito","Expense","Credit","N","Y",,"665B","D",,"Algebraic","N"
66570,"Intereses por operaciones de “factoring” con otras entidades de crédito","Intereses por operaciones de “factoring” con otras entidades de crédito","Expense","Credit","N","N",,6657,"S",,"Algebraic","N"
669,"Otros gastos financieros","Otros gastos financieros","Expense","Credit","N","Y",,"P.G.A.13.B","C",,"Algebraic","N"
6690,"Otros gastos financieros","Otros gastos financieros","Expense","Credit","N","Y",,669,"D",,"Algebraic","N"
66900,"Otros gastos financieros","Otros gastos financieros","Expense","Credit","N","N",,6690,"S",,"Algebraic","N"
"P.G.A.13.C","C) POR ACTUALIZACION DE PROVISIONES","C) POR ACTUALIZACION DE PROVISIONES","Expense","Credit","N","Y",,"P.G.A.15","E",,"Algebraic","N"
660,"Gastos financieros por actualización de provisiones","Gastos financieros por actualización de provisiones","Expense","Credit","N","Y",,"P.G.A.13.C","C",,"Algebraic","N"
6600,"Gastos financieros por actualización de provisiones","Gastos financieros por actualización de provisiones","Expense","Credit","N","Y",,660,"D",,"Algebraic","N"
66000,"Gastos financieros por actualización de provisiones","Gastos financieros por actualización de provisiones","Expense","Credit","N","N",,6600,"S",,"Algebraic","N"
"P.G.A.16","16. VARIACION DE VALOR RAZONABLE EN INSTRUMENTOS FINANCIEROS","16. VARIACION DE VALOR RAZONABLE EN INSTRUMENTOS FINANCIEROS","Expense","Credit","N","Y",,"P.G.A","E",,"Algebraic","N"
"P.G.A.14.A","A) CARTERA DE NEGOCIACION Y OTROS","A) CARTERA DE NEGOCIACION Y OTROS","Expense","Credit","N","Y",,"P.G.A.16","E",,"Algebraic","N"
"663A","Pérdidas por valoración de instrumentos financieros por su valor razonable","Pérdidas por valoración de instrumentos financieros por su valor razonable","Expense","Credit","N","Y",,"P.G.A.14.A","C",,"Algebraic","N"
6630,"Pérdidas de cartera de negociación","Pérdidas de cartera de negociación","Expense","Credit","N","Y",,"663A","D",,"Algebraic","N"
66300,"Pérdidas de cartera de negociación","Pérdidas de cartera de negociación","Expense","Credit","N","N",,6630,"S",,"Algebraic","N"
6631,"Pérdidas de designados por la empresa","Pérdidas de designados por la empresa","Expense","Credit","N","Y",,"663A","D",,"Algebraic","N"
66310,"Pérdidas de designados por la empresa","Pérdidas de designados por la empresa","Expense","Credit","N","N",,6631,"S",,"Algebraic","N"
6633,"Pérdidas de instrumentos de cobertura","Pérdidas de instrumentos de cobertura","Expense","Credit","N","Y",,"663A","D",,"Algebraic","N"
66330,"Pérdidas de instrumentos de cobertura","Pérdidas de instrumentos de cobertura","Expense","Credit","N","N",,6633,"S",,"Algebraic","N"
"763A","Beneficios por valoración de instrumentos financieros por su valor razonable","Beneficios por valoración de instrumentos financieros por su valor razonable","Revenue","Credit","N","Y",,"P.G.A.14.A","C",,"Algebraic","N"
7630,"Beneficios de cartera de negociación","Beneficios de cartera de negociación","Revenue","Credit","N","Y",,"763A","D",,"Algebraic","N"
76300,"Beneficios de cartera de negociación","Beneficios de cartera de negociación","Revenue","Credit","N","N",,7630,"S",,"Algebraic","N"
7631,"Beneficios de designados por la empresa","Beneficios de designados por la empresa","Revenue","Credit","N","Y",,"763A","D",,"Algebraic","N"
76310,"Beneficios de designados por la empresa","Beneficios de designados por la empresa","Revenue","Credit","N","N",,7631,"S",,"Algebraic","N"
7633,"Beneficios de instrumentos de cobertura","Beneficios de instrumentos de cobertura","Revenue","Credit","N","Y",,"763A","D",,"Algebraic","N"
76330,"Beneficios de instrumentos de cobertura","Beneficios de instrumentos de cobertura","Revenue","Credit","N","N",,7633,"S",,"Algebraic","N"
"P.G.A.14.B","B) IMPUTACION AL RESULTADO DEL EJERCICIO POR ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA","B) IMPUTACION AL RESULTADO DEL EJERCICIO POR ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA","Expense","Credit","N","Y",,"P.G.A.16","E",,"Algebraic","N"
"663B","Pérdidas por valoración de instrumentos financieros por su valor razonable","Pérdidas por valoración de instrumentos financieros por su valor razonable","Expense","Credit","N","Y",,"P.G.A.14.B","C",,"Algebraic","N"
6632,"Pérdidas de disponibles para la venta","Pérdidas de disponibles para la venta","Expense","Credit","N","Y",,"663B","D",,"Algebraic","N"
66320,"Pérdidas de disponibles para la venta","Pérdidas de disponibles para la venta","Expense","Credit","N","N",,6632,"S",,"Algebraic","N"
"763B","Beneficios por valoración de instrumentos financieros por su valor razonable","Beneficios por valoración de instrumentos financieros por su valor razonable","Revenue","Credit","N","Y",,"P.G.A.14.B","C",,"Algebraic","N"
7632,"Beneficios de disponibles para la venta","Beneficios de disponibles para la venta","Revenue","Credit","N","Y",,"763B","D",,"Algebraic","N"
76320,"Beneficios de disponibles para la venta","Beneficios de disponibles para la venta","Revenue","Credit","N","N",,7632,"S",,"Algebraic","N"
"P.G.A.17","17. DIFERENCIAS DE CAMBIO","17. DIFERENCIAS DE CAMBIO","Expense","Credit","N","Y",,"P.G.A","E",,"Algebraic","N"
668,"Diferencias negativas de cambio","Diferencias negativas de cambio","Expense","Credit","N","Y",,"P.G.A.17","C",,"Algebraic","N"
6680,"Diferencias negativas de cambio","Diferencias negativas de cambio","Expense","Credit","N","Y",,668,"D",,"Algebraic","N"
66800,"Diferencias negativas de cambio","Diferencias negativas de cambio","Expense","Credit","Y","N","B_REVALUATIONLOSS_ACCT",6680,"S",,"Algebraic","N"
768,"Diferencias positivas de cambio","Diferencias positivas de cambio","Revenue","Credit","N","Y",,"P.G.A.17","C",,"Algebraic","N"
7680,"Diferencias positivas de cambio","Diferencias positivas de cambio","Revenue","Credit","N","Y",,768,"D",,"Algebraic","N"
76800,"Diferencias positivas de cambio","Diferencias positivas de cambio","Revenue","Credit","Y","N","B_REVALUATIONGAIN_ACCT",7680,"S",,"Algebraic","N"
"P.G.A.18","18. DETERIORO Y RESULTADO POR ENAJENACION DE INSTRUMENTOS FINANCIEROS","18. DETERIORO Y RESULTADO POR ENAJENACION DE INSTRUMENTOS FINANCIEROS","Revenue","Credit","N","Y",,"P.G.A","E",,"Algebraic","N"
"P.G.A.16.A","A) DETERIOROS Y PERDIDAS","A) DETERIOROS Y PERDIDAS","Revenue","Credit","N","Y",,"P.G.A.18","E",,"Algebraic","N"
696,"Pérdidas por deterioro de participaciones y valores representativos de deuda a largo plazo","Pérdidas por deterioro de participaciones y valores representativos de deuda a largo plazo","Expense","Credit","N","Y",,"P.G.A.16.A","C",,"Algebraic","N"
6960,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. empresas del grupo","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. empresas del grupo","Expense","Credit","N","Y",,696,"D",,"Algebraic","N"
69600,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. empresas del grupo","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. empresas del grupo","Expense","Credit","N","N",,6960,"S",,"Algebraic","N"
6961,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. empresas asociadas","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. empresas asociadas","Expense","Credit","N","Y",,696,"D",,"Algebraic","N"
69610,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. empresas asociadas","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. empresas asociadas","Expense","Credit","N","N",,6961,"S",,"Algebraic","N"
6962,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. otras partes vinculadas","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. otras partes vinculadas","Expense","Credit","N","Y",,696,"D",,"Algebraic","N"
69620,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. otras partes vinculadas","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. otras partes vinculadas","Expense","Credit","N","N",,6962,"S",,"Algebraic","N"
6963,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. otras empresas","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. otras empresas","Expense","Credit","N","Y",,696,"D",,"Algebraic","N"
69630,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. otras empresas","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. otras empresas","Expense","Credit","N","N",,6963,"S",,"Algebraic","N"
6965,"Pérdidas por deterioro en valores representativos de deuda a largo plazo. empresas del grupo","Pérdidas por deterioro en valores representativos de deuda a largo plazo. empresas del grupo","Expense","Credit","N","Y",,696,"D",,"Algebraic","N"
69650,"Pérdidas por deterioro en valores representativos de deuda a largo plazo. empresas del grupo","Pérdidas por deterioro en valores representativos de deuda a largo plazo. empresas del grupo","Expense","Credit","N","N",,6965,"S",,"Algebraic","N"
6966,"Pérdidas por deterioro en valores representativos de deuda a largo plazo. empresas asociadas","Pérdidas por deterioro en valores representativos de deuda a largo plazo. empresas asociadas","Expense","Credit","N","Y",,696,"D",,"Algebraic","N"
69660,"Pérdidas por deterioro en valores representativos de deuda a largo plazo. empresas asociadas","Pérdidas por deterioro en valores representativos de deuda a largo plazo. empresas asociadas","Expense","Credit","N","N",,6966,"S",,"Algebraic","N"
6967,"Pérdidas por deterioro en valores representativos de deuda a largo plazo. otras partes vinculadas","Pérdidas por deterioro en valores representativos de deuda a largo plazo. otras partes vinculadas","Expense","Credit","N","Y",,696,"D",,"Algebraic","N"
69670,"Pérdidas por deterioro en valores representativos de deuda a largo plazo. otras partes vinculadas","Pérdidas por deterioro en valores representativos de deuda a largo plazo. otras partes vinculadas","Expense","Credit","N","N",,6967,"S",,"Algebraic","N"
6968,"Pérdidas por deterioro en valores representativos de deuda a largo plazo. de otras empresas","Pérdidas por deterioro en valores representativos de deuda a largo plazo. de otras empresas","Expense","Credit","N","Y",,696,"D",,"Algebraic","N"
69680,"Pérdidas por deterioro en valores representativos de deuda a largo plazo. de otras empresas","Pérdidas por deterioro en valores representativos de deuda a largo plazo. de otras empresas","Expense","Credit","N","N",,6968,"S",,"Algebraic","N"
697,"Pérdidas por deterioro de créditos a largo plazo","Pérdidas por deterioro de créditos a largo plazo","Expense","Credit","N","Y",,"P.G.A.16.A","C",,"Algebraic","N"
6970,"Pérdidas por deterioro de créditos a largo plazo. empresas del grupo","Pérdidas por deterioro de créditos a largo plazo. empresas del grupo","Expense","Credit","N","Y",,697,"D",,"Algebraic","N"
69700,"Pérdidas por deterioro de créditos a largo plazo. empresas del grupo","Pérdidas por deterioro de créditos a largo plazo. empresas del grupo","Expense","Credit","N","N",,6970,"S",,"Algebraic","N"
6971,"Pérdidas por deterioro de créditos a largo plazo. empresas asociadas","Pérdidas por deterioro de créditos a largo plazo. empresas asociadas","Expense","Credit","N","Y",,697,"D",,"Algebraic","N"
69710,"Pérdidas por deterioro de créditos a largo plazo. empresas asociadas","Pérdidas por deterioro de créditos a largo plazo. empresas asociadas","Expense","Credit","N","N",,6971,"S",,"Algebraic","N"
6972,"Pérdidas por deterioro de créditos a largo plazo. otras partes vinculadas","Pérdidas por deterioro de créditos a largo plazo. otras partes vinculadas","Expense","Credit","N","Y",,697,"D",,"Algebraic","N"
69720,"Pérdidas por deterioro de créditos a largo plazo. otras partes vinculadas","Pérdidas por deterioro de créditos a largo plazo. otras partes vinculadas","Expense","Credit","N","N",,6972,"S",,"Algebraic","N"
6973,"Pérdidas por deterioro de créditos a largo plazo. otras empresas","Pérdidas por deterioro de créditos a largo plazo. otras empresas","Expense","Credit","N","Y",,697,"D",,"Algebraic","N"
69730,"Pérdidas por deterioro de créditos a largo plazo. otras empresas","Pérdidas por deterioro de créditos a largo plazo. otras empresas","Expense","Credit","N","N",,6973,"S",,"Algebraic","N"
698,"Pérdidas por deterioro de participaciones y valores representativos de deuda a corto plazo","Pérdidas por deterioro de participaciones y valores representativos de deuda a corto plazo","Expense","Credit","N","Y",,"P.G.A.16.A","C",,"Algebraic","N"
6980,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo. empresas del grupo","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo. empresas del grupo","Expense","Credit","N","Y",,698,"D",,"Algebraic","N"
69800,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo. empresas del grupo","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo. empresas del grupo","Expense","Credit","N","N",,6980,"S",,"Algebraic","N"
6981,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo. empresas asociadas","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo. empresas asociadas","Expense","Credit","N","Y",,698,"D",,"Algebraic","N"
69810,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo. empresas asociadas","Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo. empresas asociadas","Expense","Credit","N","N",,6981,"S",,"Algebraic","N"
6985,"Pérdidas por deterioro en valores representativos de deuda a corto plazo. empresas del grupo","Pérdidas por deterioro en valores representativos de deuda a corto plazo. empresas del grupo","Expense","Credit","N","Y",,698,"D",,"Algebraic","N"
69850,"Pérdidas por deterioro en valores representativos de deuda a corto plazo. empresas del grupo","Pérdidas por deterioro en valores representativos de deuda a corto plazo. empresas del grupo","Expense","Credit","N","N",,6985,"S",,"Algebraic","N"
6986,"Pérdidas por deterioro en valores representativos de deuda a corto plazo. empresas asociadas","Pérdidas por deterioro en valores representativos de deuda a corto plazo. empresas asociadas","Expense","Credit","N","Y",,698,"D",,"Algebraic","N"
69860,"Pérdidas por deterioro en valores representativos de deuda a corto plazo. empresas asociadas","Pérdidas por deterioro en valores representativos de deuda a corto plazo. empresas asociadas","Expense","Credit","N","N",,6986,"S",,"Algebraic","N"
6987,"Pérdidas por deterioro en valores representativos de deuda a corto plazo. otras partes vinculadas","Pérdidas por deterioro en valores representativos de deuda a corto plazo. otras partes vinculadas","Expense","Credit","N","Y",,698,"D",,"Algebraic","N"
69870,"Pérdidas por deterioro en valores representativos de deuda a corto plazo. otras partes vinculadas","Pérdidas por deterioro en valores representativos de deuda a corto plazo. otras partes vinculadas","Expense","Credit","N","N",,6987,"S",,"Algebraic","N"
6988,"Pérdidas por deterioro en valores representativos de deuda a corto plazo. de otras empresas","Pérdidas por deterioro en valores representativos de deuda a corto plazo. de otras empresas","Expense","Credit","N","Y",,698,"D",,"Algebraic","N"
69880,"Pérdidas por deterioro en valores representativos de deuda a corto plazo. de otras empresas","Pérdidas por deterioro en valores representativos de deuda a corto plazo. de otras empresas","Expense","Credit","N","N",,6988,"S",,"Algebraic","N"
699,"Pérdidas por deterioro de créditos a corto plazo","Pérdidas por deterioro de créditos a corto plazo","Expense","Credit","N","Y",,"P.G.A.16.A","C",,"Algebraic","N"
6990,"Pérdidas por deterioro de créditos a corto plazo. empresas del grupo","Pérdidas por deterioro de créditos a corto plazo. empresas del grupo","Expense","Credit","N","Y",,699,"D",,"Algebraic","N"
69900,"Pérdidas por deterioro de créditos a corto plazo. empresas del grupo","Pérdidas por deterioro de créditos a corto plazo. empresas del grupo","Expense","Credit","N","N",,6990,"S",,"Algebraic","N"
6991,"Pérdidas por deterioro de créditos a corto plazo. empresas asociadas","Pérdidas por deterioro de créditos a corto plazo. empresas asociadas","Expense","Credit","N","Y",,699,"D",,"Algebraic","N"
69910,"Pérdidas por deterioro de créditos a corto plazo. empresas asociadas","Pérdidas por deterioro de créditos a corto plazo. empresas asociadas","Expense","Credit","N","N",,6991,"S",,"Algebraic","N"
6992,"Pérdidas por deterioro de créditos a corto plazo. otras partes vinculadas","Pérdidas por deterioro de créditos a corto plazo. otras partes vinculadas","Expense","Credit","N","Y",,699,"D",,"Algebraic","N"
69920,"Pérdidas por deterioro de créditos a corto plazo. otras partes vinculadas","Pérdidas por deterioro de créditos a corto plazo. otras partes vinculadas","Expense","Credit","N","N",,6992,"S",,"Algebraic","N"
6993,"Pérdidas por deterioro de créditos a corto plazo. otras empresas","Pérdidas por deterioro de créditos a corto plazo. otras empresas","Expense","Credit","N","Y",,699,"D",,"Algebraic","N"
69930,"Pérdidas por deterioro de créditos a corto plazo. otras empresas","Pérdidas por deterioro de créditos a corto plazo. otras empresas","Expense","Credit","N","N",,6993,"S",,"Algebraic","N"
796,"Reversión del deterioro de participaciones y valores representativos de deuda a largo plazo","Reversión del deterioro de participaciones y valores representativos de deuda a largo plazo","Revenue","Credit","N","Y",,"P.G.A.16.A","C",,"Algebraic","N"
7960,"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. empresas del grupo","Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. empresas del grupo","Revenue","Credit","N","Y",,796,"D",,"Algebraic","N"
79600,"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. empresas del grupo","Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. empresas del grupo","Revenue","Credit","N","N",,7960,"S",,"Algebraic","N"
7961,"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. empresas asociadas","Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. empresas asociadas","Revenue","Credit","N","Y",,796,"D",,"Algebraic","N"
79610,"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. empresas asociadas","Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo. empresas asociadas","Revenue","Credit","N","N",,7961,"S",,"Algebraic","N"
7965,"Reversión del deterioro de valores representativos de deuda a largo plazo. empresas del grupo","Reversión del deterioro de valores representativos de deuda a largo plazo. empresas del grupo","Revenue","Credit","N","Y",,796,"D",,"Algebraic","N"
79650,"Reversión del deterioro de valores representativos de deuda a largo plazo. empresas del grupo","Reversión del deterioro de valores representativos de deuda a largo plazo. empresas del grupo","Revenue","Credit","N","N",,7965,"S",,"Algebraic","N"
7966,"Reversión del deterioro de valores representativos de deuda a largo plazo. empresas asociadas","Reversión del deterioro de valores representativos de deuda a largo plazo. empresas asociadas","Revenue","Credit","N","Y",,796,"D",,"Algebraic","N"
79660,"Reversión del deterioro de valores representativos de deuda a largo plazo. empresas asociadas","Reversión del deterioro de valores representativos de deuda a largo plazo. empresas asociadas","Revenue","Credit","N","N",,7966,"S",,"Algebraic","N"
7967,"Reversión del deterioro de valores representativos de deuda a largo plazo. otras partes vinculadas","Reversión del deterioro de valores representativos de deuda a largo plazo. otras partes vinculadas","Revenue","Credit","N","Y",,796,"D",,"Algebraic","N"
79670,"Reversión del deterioro de valores representativos de deuda a largo plazo. otras partes vinculadas","Reversión del deterioro de valores representativos de deuda a largo plazo. otras partes vinculadas","Revenue","Credit","N","N",,7967,"S",,"Algebraic","N"
7968,"Reversión del deterioro de valores representativos de deuda a largo plazo. otras empresas","Reversión del deterioro de valores representativos de deuda a largo plazo. otras empresas","Revenue","Credit","N","Y",,796,"D",,"Algebraic","N"
79680,"Reversión del deterioro de valores representativos de deuda a largo plazo. otras empresas","Reversión del deterioro de valores representativos de deuda a largo plazo. otras empresas","Revenue","Credit","N","N",,7968,"S",,"Algebraic","N"
797,"Reversión del deterioro de créditos a largo plazo","Reversión del deterioro de créditos a largo plazo","Revenue","Credit","N","Y",,"P.G.A.16.A","C",,"Algebraic","N"
7970,"Reversión del deterioro de créditos a largo plazo. empresas del grupo","Reversión del deterioro de créditos a largo plazo. empresas del grupo","Revenue","Credit","N","Y",,797,"D",,"Algebraic","N"
79700,"Reversión del deterioro de créditos a largo plazo. empresas del grupo","Reversión del deterioro de créditos a largo plazo. empresas del grupo","Revenue","Credit","N","N",,7970,"S",,"Algebraic","N"
7971,"Reversión del deterioro de créditos a largo plazo. empresas asociadas","Reversión del deterioro de créditos a largo plazo. empresas asociadas","Revenue","Credit","N","Y",,797,"D",,"Algebraic","N"
79710,"Reversión del deterioro de créditos a largo plazo. empresas asociadas","Reversión del deterioro de créditos a largo plazo. empresas asociadas","Revenue","Credit","N","N",,7971,"S",,"Algebraic","N"
7972,"Reversión del deterioro de créditos a largo plazo. otras partes vinculadas","Reversión del deterioro de créditos a largo plazo. otras partes vinculadas","Revenue","Credit","N","Y",,797,"D",,"Algebraic","N"
79720,"Reversión del deterioro de créditos a largo plazo. otras partes vinculadas","Reversión del deterioro de créditos a largo plazo. otras partes vinculadas","Revenue","Credit","N","N",,7972,"S",,"Algebraic","N"
7973,"Reversión del deterioro de créditos a largo plazo. otras empresas","Reversión del deterioro de créditos a largo plazo. otras empresas","Revenue","Credit","N","Y",,797,"D",,"Algebraic","N"
79730,"Reversión del deterioro de créditos a largo plazo. otras empresas","Reversión del deterioro de créditos a largo plazo. otras empresas","Revenue","Credit","N","N",,7973,"S",,"Algebraic","N"
798,"Reversión del deterioro de participaciones y valores representativos de deuda a corto plazo","Reversión del deterioro de participaciones y valores representativos de deuda a corto plazo","Revenue","Credit","N","Y",,"P.G.A.16.A","C",,"Algebraic","N"
7980,"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a corto plazo. empresas del grupo","Reversión del deterioro de participaciones en instrumentos de patrimonio neto a corto plazo. empresas del grupo","Revenue","Credit","N","Y",,798,"D",,"Algebraic","N"
79800,"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a corto plazo. empresas del grupo","Reversión del deterioro de participaciones en instrumentos de patrimonio neto a corto plazo. empresas del grupo","Revenue","Credit","N","N",,7980,"S",,"Algebraic","N"
7981,"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a corto plazo. empresas asociadas","Reversión del deterioro de participaciones en instrumentos de patrimonio neto a corto plazo. empresas asociadas","Revenue","Credit","N","Y",,798,"D",,"Algebraic","N"
79810,"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a corto plazo. empresas asociadas","Reversión del deterioro de participaciones en instrumentos de patrimonio neto a corto plazo. empresas asociadas","Revenue","Credit","N","N",,7981,"S",,"Algebraic","N"
7985,"Reversión del deterioro en valores representativos de deuda a corto plazo. empresas del grupo","Reversión del deterioro en valores representativos de deuda a corto plazo. empresas del grupo","Revenue","Credit","N","Y",,798,"D",,"Algebraic","N"
79850,"Reversión del deterioro en valores representativos de deuda a corto plazo. empresas del grupo","Reversión del deterioro en valores representativos de deuda a corto plazo. empresas del grupo","Revenue","Credit","N","N",,7985,"S",,"Algebraic","N"
7986,"Reversión del deterioro en valores representativos de deuda a corto plazo. empresas asociadas","Reversión del deterioro en valores representativos de deuda a corto plazo. empresas asociadas","Revenue","Credit","N","Y",,798,"D",,"Algebraic","N"
79860,"Reversión del deterioro en valores representativos de deuda a corto plazo. empresas asociadas","Reversión del deterioro en valores representativos de deuda a corto plazo. empresas asociadas","Revenue","Credit","N","N",,7986,"S",,"Algebraic","N"
7987,"Reversión del deterioro en valores representativos de deuda a corto plazo. otras partes vinculadas","Reversión del deterioro en valores representativos de deuda a corto plazo. otras partes vinculadas","Revenue","Credit","N","Y",,798,"D",,"Algebraic","N"
79870,"Reversión del deterioro en valores representativos de deuda a corto plazo. otras partes vinculadas","Reversión del deterioro en valores representativos de deuda a corto plazo. otras partes vinculadas","Revenue","Credit","N","N",,7987,"S",,"Algebraic","N"
7988,"Reversión del deterioro en valores representativos de deuda a corto plazo. otras empresas","Reversión del deterioro en valores representativos de deuda a corto plazo. otras empresas","Revenue","Credit","N","Y",,798,"D",,"Algebraic","N"
79880,"Reversión del deterioro en valores representativos de deuda a corto plazo. otras empresas","Reversión del deterioro en valores representativos de deuda a corto plazo. otras empresas","Revenue","Credit","N","N",,7988,"S",,"Algebraic","N"
799,"Reversión del deterioro de créditos a corto plazo","Reversión del deterioro de créditos a corto plazo","Revenue","Credit","N","Y",,"P.G.A.16.A","C",,"Algebraic","N"
7990,"Reversión del deterioro de créditos a corto plazo. empresas del grupo","Reversión del deterioro de créditos a corto plazo. empresas del grupo","Revenue","Credit","N","Y",,799,"D",,"Algebraic","N"
79900,"Reversión del deterioro de créditos a corto plazo. empresas del grupo","Reversión del deterioro de créditos a corto plazo. empresas del grupo","Revenue","Credit","N","N",,7990,"S",,"Algebraic","N"
7991,"Reversión del deterioro de créditos a corto plazo. empresas asociadas","Reversión del deterioro de créditos a corto plazo. empresas asociadas","Revenue","Credit","N","Y",,799,"D",,"Algebraic","N"
79910,"Reversión del deterioro de créditos a corto plazo. empresas asociadas","Reversión del deterioro de créditos a corto plazo. empresas asociadas","Revenue","Credit","N","N",,7991,"S",,"Algebraic","N"
7992,"Reversión del deterioro de créditos a corto plazo. otras partes vinculadas","Reversión del deterioro de créditos a corto plazo. otras partes vinculadas","Revenue","Credit","N","Y",,799,"D",,"Algebraic","N"
