"Search Key","Name","Description","Account Type","Account Sign","Document Controlled","Summary Level","Default Account","Parent_Value","Element Level","Operands","Show Value Condition","Title Node"
755,"Ingresos por servicios al personal","Ingresos por servicios al personal","Revenue","Credit","N","Y",,"P.G.A.5.A","C",,"Algebraic","N"
7550,"Ingresos por servicios al personal","Ingresos por servicios al personal","Revenue","Credit","N","Y",,755,"D",,"Algebraic","N"
75500,"Ingresos por servicios al personal","Ingresos por servicios al personal","Revenue","Credit","N","N",,7550,"S",,"Algebraic","N"
759,"Ingresos por servicios diversos","Ingresos por servicios diversos","Revenue","Credit","N","Y",,"P.G.A.5.A","C",,"Algebraic","N"
7590,"Ingresos por servicios diversos","Ingresos por servicios diversos","Revenue","Credit","N","Y",,759,"D",,"Algebraic","N"
75900,"Ingresos por servicios diversos","Ingresos por servicios diversos","Revenue","Credit","N","N",,7590,"S",,"Algebraic","N"
"P.G.A.5.B","B) SUBVENCIONES DE EXPLOTACION INCORPORADAS AL RESULTADO DEL EJERCICIO","B) SUBVENCIONES DE EXPLOTACION INCORPORADAS AL RESULTADO DEL EJERCICIO","Revenue","Credit","N","Y",,"P.G.A.5","E",,"Algebraic","N"
740,"Subvenciones. donaciones y legados a la explotación","Subvenciones. donaciones y legados a la explotación","Revenue","Credit","N","Y",,"P.G.A.5.B","C",,"Algebraic","N"
7400,"Subvenciones. donaciones y legados a la explotación","Subvenciones. donaciones y legados a la explotación","Revenue","Credit","N","Y",,740,"D",,"Algebraic","N"
74000,"Subvenciones. donaciones y legados a la explotación","Subvenciones. donaciones y legados a la explotación","Revenue","Credit","N","N",,7400,"S",,"Algebraic","N"
747,"Otras subvenciones. donaciones y legados transferidos al resultado del ejercicio","Otras subvenciones. donaciones y legados transferidos al resultado del ejercicio","Revenue","Credit","N","Y",,"P.G.A.5.B","C",,"Algebraic","N"
7470,"Otras subvenciones. donaciones y legados transferidos al resultado del ejercicio","Otras subvenciones. donaciones y legados transferidos al resultado del ejercicio","Revenue","Credit","N","Y",,747,"D",,"Algebraic","N"
74700,"Otras subvenciones. donaciones y legados transferidos al resultado del ejercicio","Otras subvenciones. donaciones y legados transferidos al resultado del ejercicio","Revenue","Credit","N","N",,7470,"S",,"Algebraic","N"
"P.G.A.6","6. GASTOS DE PERSONAL","6. GASTOS DE PERSONAL","Revenue","Credit","N","Y",,"P.G.A","E",,"Algebraic","N"
"P.G.A.6.A","A) SUELDOS. SALARIOS Y ASIMILADOS","A) SUELDOS. SALARIOS Y ASIMILADOS","Revenue","Credit","N","Y",,"P.G.A.6","E",,"Algebraic","N"
640,"Sueldos y salarios","Sueldos y salarios","Expense","Credit","N","Y",,"P.G.A.6.A","C",,"Algebraic","N"
6400,"Sueldos y salarios","Sueldos y salarios","Expense","Credit","N","Y",,640,"D",,"Algebraic","N"
64000,"Sueldos y salarios","Sueldos y salarios","Expense","Credit","N","N",,6400,"S",,"Algebraic","N"
641,"Indemnizaciones","Indemnizaciones","Expense","Credit","N","Y",,"P.G.A.6.A","C",,"Algebraic","N"
6410,"Indemnizaciones","Indemnizaciones","Expense","Credit","N","Y",,641,"D",,"Algebraic","N"
64100,"Indemnizaciones","Indemnizaciones","Expense","Credit","N","N",,6410,"S",,"Algebraic","N"
"645A","Retribuciones al personal mediante instrumentos de patrimonio","Retribuciones al personal mediante instrumentos de patrimonio","Expense","Credit","N","Y",,"P.G.A.6.A","C",,"Algebraic","N"
6450,"Retribuciones al personal liquidados con instrumentos de patrimonio","Retribuciones al personal liquidados con instrumentos de patrimonio","Expense","Credit","N","Y",,"645A","D",,"Algebraic","N"
64500,"Retribuciones al personal liquidados con instrumentos de patrimonio","Retribuciones al personal liquidados con instrumentos de patrimonio","Expense","Credit","N","N",,6450,"S",,"Algebraic","N"
"P.G.A.6.B","B) CARGAS SOCIALES","B) CARGAS SOCIALES","Expense","Credit","N","Y",,"P.G.A.6","E",,"Algebraic","N"
642,"Seguridad Social a cargo de la empresa","Seguridad Social a cargo de la empresa","Expense","Credit","N","Y",,"P.G.A.6.B","C",,"Algebraic","N"
6420,"Seguridad Social a cargo de la empresa","Seguridad Social a cargo de la empresa","Expense","Credit","N","Y",,642,"D",,"Algebraic","N"
64200,"Seguridad Social a cargo de la empresa","Seguridad Social a cargo de la empresa","Expense","Credit","N","N",,6420,"S",,"Algebraic","N"
643,"Retribuciones a largo plazo mediante sistemas de aportación definida","Retribuciones a largo plazo mediante sistemas de aportación definida","Expense","Credit","N","Y",,"P.G.A.6.B","C",,"Algebraic","N"
6430,"Retribuciones a largo plazo mediante sistemas de aportación definida","Retribuciones a largo plazo mediante sistemas de aportación definida","Expense","Credit","N","Y",,643,"D",,"Algebraic","N"
64300,"Retribuciones a largo plazo mediante sistemas de aportación definida","Retribuciones a largo plazo mediante sistemas de aportación definida","Expense","Credit","N","N",,6430,"S",,"Algebraic","N"
649,"Otros gastos sociales","Otros gastos sociales","Expense","Credit","N","Y",,"P.G.A.6.B","C",,"Algebraic","N"
6490,"Otros gastos sociales","Otros gastos sociales","Expense","Credit","N","Y",,649,"D",,"Algebraic","N"
64900,"Otros gastos sociales","Otros gastos sociales","Expense","Credit","N","N",,6490,"S",,"Algebraic","N"
"P.G.A.6.C","C) PROVISIONES","C) PROVISIONES","Expense","Credit","N","Y",,"P.G.A.6","E",,"Algebraic","N"
644,"Retribuciones a largo plazo mediante sistemas de prestación definida","Retribuciones a largo plazo mediante sistemas de prestación definida","Expense","Credit","N","Y",,"P.G.A.6.C","C",,"Algebraic","N"
6440,"Contribuciones anuales","Contribuciones anuales","Expense","Credit","N","Y",,644,"D",,"Algebraic","N"
64400,"Contribuciones anuales","Contribuciones anuales","Expense","Credit","N","N",,6440,"S",,"Algebraic","N"
6442,"Otros costes","Otros costes","Expense","Credit","N","Y",,644,"D",,"Algebraic","N"
64420,"Otros costes","Otros costes","Expense","Credit","N","N",,6442,"S",,"Algebraic","N"
"645B","Retribuciones al personal mediante instrumentos de patrimonio","Retribuciones al personal mediante instrumentos de patrimonio","Expense","Credit","N","Y",,"P.G.A.6.C","C",,"Algebraic","N"
6457,"Retribuciones al personal liquidados en efectivo basado en instrumentos de patrimonio","Retribuciones al personal liquidados en efectivo basado en instrumentos de patrimonio","Expense","Credit","N","Y",,"645B","D",,"Algebraic","N"
64570,"Retribuciones al personal liquidados en efectivo basado en instrumentos de patrimonio","Retribuciones al personal liquidados en efectivo basado en instrumentos de patrimonio","Expense","Credit","N","N",,6457,"S",,"Algebraic","N"
"795A","Exceso de provisiones","Exceso de provisiones","Revenue","Credit","N","Y",,"P.G.A.6.C","C",,"Algebraic","N"
7950,"Exceso de provisión por retribuciones al personal","Exceso de provisión por retribuciones al personal","Revenue","Credit","N","Y",,"795A","D",,"Algebraic","N"
79500,"Exceso de provisión por retribuciones al personal","Exceso de provisión por retribuciones al personal","Revenue","Credit","N","N",,7950,"S",,"Algebraic","N"
7957,"Exceso de provisión por transacciones con pagos basados en instrumentos de patrimonio","Exceso de provisión por transacciones con pagos basados en instrumentos de patrimonio","Revenue","Credit","N","Y",,"795A","D",,"Algebraic","N"
79570,"Exceso de provisión por transacciones con pagos basados en instrumentos de patrimonio","Exceso de provisión por transacciones con pagos basados en instrumentos de patrimonio","Revenue","Credit","N","N",,7957,"S",,"Algebraic","N"
"P.G.A.7","7. OTROS GASTOS DE EXPLOTACION","7. OTROS GASTOS DE EXPLOTACION","Expense","Credit","N","Y",,"P.G.A","E",,"Algebraic","N"
"P.G.A.7.A","A) SERVICIOS EXTERIORES","A) SERVICIOS EXTERIORES","Expense","Credit","N","Y",,"P.G.A.7","E",,"Algebraic","N"
620,"Gastos en investigación y desarrollo del ejercicio","Gastos en investigación y desarrollo del ejercicio","Expense","Credit","N","Y",,"P.G.A.7.A","C",,"Algebraic","N"
6200,"Gastos en investigación y desarrollo del ejercicio","Gastos en investigación y desarrollo del ejercicio","Expense","Credit","N","Y",,620,"D",,"Algebraic","N"
62000,"Gastos en investigación y desarrollo del ejercicio","Gastos en investigación y desarrollo del ejercicio","Expense","Credit","N","N",,6200,"S",,"Algebraic","N"
621,"Arrendamientos y cánones","Arrendamientos y cánones","Expense","Credit","N","Y",,"P.G.A.7.A","C",,"Algebraic","N"
6210,"Arrendamientos y cánones","Arrendamientos y cánones","Expense","Credit","N","Y",,621,"D",,"Algebraic","N"
62100,"Arrendamientos y cánones","Arrendamientos y cánones","Expense","Credit","N","N",,6210,"S",,"Algebraic","N"
622,"Reparaciones y conservación","Reparaciones y conservación","Expense","Credit","N","Y",,"P.G.A.7.A","C",,"Algebraic","N"
6220,"Reparaciones y conservación","Reparaciones y conservación","Expense","Credit","N","Y",,622,"D",,"Algebraic","N"
62200,"Reparaciones y conservación","Reparaciones y conservación","Expense","Credit","N","N",,6220,"S",,"Algebraic","N"
623,"Servicios de profesionales independientes","Servicios de profesionales independientes","Expense","Credit","N","Y",,"P.G.A.7.A","C",,"Algebraic","N"
6230,"Servicios de profesionales independientes","Servicios de profesionales independientes","Expense","Credit","N","Y",,623,"D",,"Algebraic","N"
62300,"Servicios de profesionales independientes","Servicios de profesionales independientes","Expense","Credit","N","N",,6230,"S",,"Algebraic","N"
624,"Transportes","Transportes","Expense","Credit","N","Y",,"P.G.A.7.A","C",,"Algebraic","N"
6240,"Transportes","Transportes","Expense","Credit","N","Y",,624,"D",,"Algebraic","N"
62400,"Transportes","Transportes","Expense","Credit","N","N",,6240,"S",,"Algebraic","N"
625,"Primas de seguros","Primas de seguros","Expense","Credit","N","Y",,"P.G.A.7.A","C",,"Algebraic","N"
6250,"Primas de seguros","Primas de seguros","Expense","Credit","N","Y",,625,"D",,"Algebraic","N"
62500,"Primas de seguros","Primas de seguros","Expense","Credit","N","N",,6250,"S",,"Algebraic","N"
626,"Servicios bancarios y similares","Servicios bancarios y similares","Expense","Credit","N","Y",,"P.G.A.7.A","C",,"Algebraic","N"
6260,"Servicios bancarios y similares","Servicios bancarios y similares","Expense","Credit","N","Y",,626,"D",,"Algebraic","N"
62600,"Servicios bancarios y similares","Servicios bancarios y similares","Expense","Credit","Y","N","B_EXPENSE_ACCT",6260,"S",,"Algebraic","N"
627,"Publicidad. propaganda y relaciones públicas","Publicidad. propaganda y relaciones públicas","Expense","Credit","N","Y",,"P.G.A.7.A","C",,"Algebraic","N"
6270,"Publicidad. propaganda y relaciones públicas","Publicidad. propaganda y relaciones públicas","Expense","Credit","N","Y",,627,"D",,"Algebraic","N"
62700,"Publicidad. propaganda y relaciones públicas","Publicidad. propaganda y relaciones públicas","Expense","Credit","N","N",,6270,"S",,"Algebraic","N"
628,"Suministros","Suministros","Expense","Credit","N","Y",,"P.G.A.7.A","C",,"Algebraic","N"
6280,"Suministros","Suministros","Expense","Credit","N","Y",,628,"D",,"Algebraic","N"
62800,"Suministros","Suministros","Expense","Credit","N","N",,6280,"S",,"Algebraic","N"
629,"Otros servicios","Otros servicios","Expense","Credit","N","Y",,"P.G.A.7.A","C",,"Algebraic","N"
6290,"Otros servicios","Otros servicios","Expense","Credit","N","Y",,629,"D",,"Algebraic","N"
62900,"Otros servicios","Otros servicios","Expense","Credit","Y","N","CB_EXPENSE_ACCT",6290,"S",,"Algebraic","N"
"P.G.A.7.B","B) TRIBUTOS","B) TRIBUTOS","Expense","Credit","N","Y",,"P.G.A.7","E",,"Algebraic","N"
631,"Otros tributos","Otros tributos","Expense","Credit","N","Y",,"P.G.A.7.B","C",,"Algebraic","N"
6310,"Otros tributos","Otros tributos","Expense","Credit","N","Y",,631,"D",,"Algebraic","N"
63100,"Otros tributos","Otros tributos","Expense","Credit","N","N",,6310,"S",,"Algebraic","N"
634,"Ajustes negativos en la imposición indirecta","Ajustes negativos en la imposición indirecta","Expense","Credit","N","Y",,"P.G.A.7.B","C",,"Algebraic","N"
6340,"Ajustes negativos en la imposición indirecta","Ajustes negativos en la imposición indirecta","Expense","Credit","N","Y",,634,"D",,"Algebraic","N"
63400,"Ajustes negativos en la imposición indirecta","Ajustes negativos en la imposición indirecta","Expense","Credit","N","N",,6340,"S",,"Algebraic","N"
6341,"Ajustes negativos en IVA de activo corriente","Ajustes negativos en IVA de activo corriente","Expense","Credit","N","Y",,634,"D",,"Algebraic","N"
63410,"Ajustes negativos en IVA de activo corriente","Ajustes negativos en IVA de activo corriente","Expense","Credit","N","N",,6341,"S",,"Algebraic","N"
6342,"Ajustes negativos en IVA de inversiones","Ajustes negativos en IVA de inversiones","Expense","Credit","N","Y",,634,"D",,"Algebraic","N"
63420,"Ajustes negativos en IVA de inversiones","Ajustes negativos en IVA de inversiones","Expense","Credit","N","N",,6342,"S",,"Algebraic","N"
636,"Devolución de impuestos","Devolución de impuestos","Expense","Credit","N","Y",,"P.G.A.7.B","C",,"Algebraic","N"
6360,"Devolución de impuestos","Devolución de impuestos","Expense","Credit","N","Y",,636,"D",,"Algebraic","N"
63600,"Devolución de impuestos","Devolución de impuestos","Expense","Credit","N","N",,6360,"S",,"Algebraic","N"
639,"Ajustes positivos en la imposición indirecta","Ajustes positivos en la imposición indirecta","Expense","Credit","N","Y",,"P.G.A.7.B","C",,"Algebraic","N"
6390,"Ajustes positivos en la imposición indirecta","Ajustes positivos en la imposición indirecta","Expense","Credit","N","Y",,639,"D",,"Algebraic","N"
63900,"Ajustes positivos en la imposición indirecta","Ajustes positivos en la imposición indirecta","Expense","Credit","N","N",,6390,"S",,"Algebraic","N"
6391,"Ajustes positivos en IVA de activo corriente","Ajustes positivos en IVA de activo corriente","Expense","Credit","N","Y",,639,"D",,"Algebraic","N"
63910,"Ajustes positivos en IVA de activo corriente","Ajustes positivos en IVA de activo corriente","Expense","Credit","N","N",,6391,"S",,"Algebraic","N"
6392,"Ajustes positivos en IVA de inversiones","Ajustes positivos en IVA de inversiones","Expense","Credit","N","Y",,639,"D",,"Algebraic","N"
63920,"Ajustes positivos en IVA de inversiones","Ajustes positivos en IVA de inversiones","Expense","Credit","N","N",,6392,"S",,"Algebraic","N"
"P.G.A.7.C","C) PERDIDAS. DETERIORO Y VARIACION DE PROVISIONES POR OPERACIONES COMERCIALES","C) PERDIDAS. DETERIORO Y VARIACION DE PROVISIONES POR OPERACIONES COMERCIALES","Expense","Credit","N","Y",,"P.G.A.7","E",,"Algebraic","N"
650,"Pérdidas de créditos comerciales incobrables","Pérdidas de créditos comerciales incobrables","Expense","Credit","N","Y",,"P.G.A.7.C","C",,"Algebraic","N"
6500,"Pérdidas de créditos comerciales incobrables","Pérdidas de créditos comerciales incobrables","Expense","Credit","N","Y",,650,"D",,"Algebraic","N"
65000,"Pérdidas de créditos comerciales incobrables","Pérdidas de créditos comerciales incobrables","Expense","Credit","Y","N","CB_DIFFERENCES_ACCT",6500,"S",,"Algebraic","N"
694,"Pérdidas por deterioro de créditos por operaciones comerciales","Pérdidas por deterioro de créditos por operaciones comerciales","Expense","Credit","N","Y",,"P.G.A.7.C","C",,"Algebraic","N"
6940,"Pérdidas por deterioro de créditos por operaciones comerciales","Pérdidas por deterioro de créditos por operaciones comerciales","Expense","Credit","N","Y",,694,"D",,"Algebraic","N"
69400,"Pérdidas por deterioro de créditos por operaciones comerciales","Pérdidas por deterioro de créditos por operaciones comerciales","Expense","Credit","Y","N","WRITEOFF_ACCT",6940,"S",,"Algebraic","N"
695,"Dotación a la provisión por operaciones comerciales","Dotación a la provisión por operaciones comerciales","Expense","Credit","N","Y",,"P.G.A.7.C","C",,"Algebraic","N"
6950,"Dotación a la provisión por operaciones comerciales","Dotación a la provisión por operaciones comerciales","Expense","Credit","N","Y",,695,"D",,"Algebraic","N"
